"timestamp","x","y","z"
"5828147757","-0.0096211275","-0.007483099","0.022143865"
"5847923397","4.5814895E-4","0.092240654","-0.105374254"
"5852867307","4.5814895E-4","0.092240654","-0.105374254"
"5857811217","0.03863723","-0.0070249503","-0.025809057"
"5862755127","0.03863723","-0.0070249503","-0.025809057"
"5867699037","0.05787948","-0.05513059","0.107665"
"5872642947","0.05787948","-0.05513059","0.107665"
"5877586857","0.0693332","0.08155051","-0.010842858"
"5882530767","0.0693332","0.08155051","-0.010842858"
"5887474677","0.0777326","0.09086621","-0.10980303"
"5892418587","0.0777326","0.09086621","-0.10980303"
"5897362497","0.057726767","-0.058490347","0.059101213"
"5902306408","0.057726767","-0.058490347","0.059101213"
"5907250318","0.021838432","-0.034055736","0.119729586"
"5912194228","0.021838432","-0.034055736","0.119729586"
"5917138138","-0.0018325958","0.100334615","-0.06169739"
"5922082048","-0.0018325958","0.100334615","-0.06169739"
"5927025958","-0.016798794","0.026572637","-0.071013086"
"5931969743","-0.016798794","0.026572637","-0.071013086"
"5936913528","-0.04505131","-0.103847094","0.1255328"
"5941857313","-0.04505131","-0.103847094","0.1255328"
"5946801098","-0.07223482","-0.004886922","0.09468412"
"5951744883","-0.07223482","-0.004886922","0.09468412"
"5956688668","-0.08032878","0.098807454","-0.09117164"
"5961632453","-0.08032878","0.098807454","-0.09117164"
"5966576238","-0.08582657","-0.028710667","-0.011911872"
"5971520148","-0.08582657","-0.028710667","-0.011911872"
"5976464058","-0.10399981","-0.09712757","0.15409076"
"5981407968","-0.10399981","-0.09712757","0.15409076"
"5986351878","-0.105832405","0.04810564","0.030543262"
"5991295789","-0.105832405","0.04810564","0.030543262"
"5996239699","-0.08399397","0.08368854","-0.11407909"
"6001183609","-0.08399397","0.08368854","-0.11407909"
"6006127519","-0.06414085","-0.06963864","0.039858956"
"6011071429","-0.06414085","-0.06963864","0.039858956"
"6016015339","-0.049632803","-0.07040222","0.14569137"
"6020959249","-0.049632803","-0.07040222","0.14569137"
"6025903159","-0.022296581","0.09117164","-0.030848695"
"6030847069","-0.022296581","0.09117164","-0.030848695"
"6035790979","0.012370021","0.06047566","-0.09758572"
"6040734889","0.012370021","0.06047566","-0.09758572"
"6045678799","0.020158553","-0.08597928","0.096516706"
"6050622709","0.020158553","-0.08597928","0.096516706"
"6055566619","0.010995574","-0.013286319","0.114689946"
"6060510529","0.010995574","-0.013286319","0.114689946"
"6065454439","0.0067195175","0.12339478","-0.07803804"
"6070398349","0.0067195175","0.12339478","-0.07803804"
"6075342260","-0.0035124752","0.020922136","-0.041691553"
"6080286170","-0.0035124752","0.020922136","-0.041691553"
"6085230080","-0.038789943","-0.08857546","0.15928312"
"6090177740","-0.038789943","-0.08857546","0.15928312"
"6095125400","-0.07437284","0.03924809","0.094989546"
"6100073060","-0.07437284","0.03924809","0.094989546"
"6105020720","-0.095753126","0.124769226","-0.07574729"
"6109968380","-0.095753126","0.124769226","-0.07574729"
"6114916040","-0.12308934","-0.018020526","0.04062254"
"6119863700","-0.12308934","-0.018020526","0.04062254"
"6124811360","-0.15928312","-0.06337727","0.18799378"
"6129751395","-0.15928312","-0.06337727","0.18799378"
"6134691430","-0.18387043","0.093767814","0.04138612"
"6139631465","-0.18387043","0.093767814","0.04138612"
"6144571500","-0.18387043","0.093767814","0.04138612"
"6149511535","-0.19120082","0.10903945","-0.073303826"
"6154451570","-0.2087632","-0.047494773","0.10430524"
"6159391605","-0.22418754","-0.022907447","0.17944166"
"6164331641","-0.21395555","0.13209961","-0.015118915"
"6169279301","-0.18524489","0.08002335","-0.05085453"
"6174226961","-0.16890424","-0.05177083","0.14401148"
"6179174621","-0.15027285","0.04352415","0.122478485"
"6184122281","-0.112399206","0.17608191","-0.094989546"
"6189069941","-0.07819075","0.035124753","-0.0071776668"
"6194017601","-0.063682705","0.0050396384","0.10293079"
"6198965261","-0.043829583","0.11835514","-0.018936822"
"6203912921","-0.027183503","0.101556346","-0.067500606"
"6208856831","-0.032223143","0.0364992","0.001985312"
"6213800741","-0.047800206","0.05222898","-0.0053450707"
"6218744651","-0.06352998","0.078343466","-0.061850104"
"6223688561","-0.0804815","0.051465396","-0.057421334"
"6228632471","-0.102319926","0.031154128","-0.031154128"
"6233576382","-0.12644911","0.040775254","-0.040927973"
"6238520292","-0.14569137","0.042913284","-0.058948494"
"6243464202","-0.16142114","0.029626964","-0.056046885"
"6248408112","-0.17363845","0.022296581","-0.053450707"
"6253352022","-0.17730364","0.018325957","-0.06429356"
"6258295932","-0.16997325","0.01572978","-0.08002335"
"6263239842","-0.150731","0.012980887","-0.089949906"
