"timestamp","x","y","z"
"13639468127","0.21645232","-0.139521","-0.81001824","0.5268328","0.5235988"
"13649347821","0.21601439","-0.13937354","-0.8098299","0.5273409","0.5235988"
"13659227516","0.21558197","-0.13897862","-0.80948734","0.5281474","0.5235988"
"13669107211","0.21545814","-0.13847968","-0.80896","0.52913606","0.5235988"
"13678986905","0.21555977","-0.13831037","-0.80824316","0.5302334","0.5235988"
"13688874350","0.21572912","-0.13878581","-0.8074828","0.53119785","0.5235988"
"13698761794","0.21565092","-0.1396343","-0.806815","0.5320212","0.5235988"
"13708649238","0.21522595","-0.14049624","-0.8062996","0.5327473","0.5235988"
"13718536683","0.21461207","-0.14113869","-0.80587965","0.53345996","0.5235988"
"13728424127","0.21380201","-0.14132488","-0.80549365","0.5343182","0.5235988"
"13738311572","0.21273993","-0.14092062","-0.8051456","0.53537244","0.5235988"
"13748199016","0.21142362","-0.1399945","-0.8048925","0.53651625","0.5235988"
"13758086460","0.20983131","-0.13863833","-0.80476326","0.53768617","0.5235988"
"13767973905","0.20803523","-0.13690297","-0.8046364","0.53901696","0.5235988"
"13777861349","0.20594472","-0.13480972","-0.804458","0.54061127","0.5235988"
"13787748794","0.20193364","-0.13100746","-0.804217","0.54341036","0.5235988"
"13797636238","0.20015466","-0.1293774","-0.8042167","0.54445857","0.5235988"
"13807523432","0.19780008","-0.12709889","-0.80433655","0.5456773","0.5235988"
"13817410627","0.19460385","-0.12363801","-0.80465627","0.5471485","0.5235988"
"13827297821","0.19025292","-0.11835099","-0.80526257","0.54895264","0.5235988"
"13837185016","0.18452172","-0.110517055","-0.80617917","0.5511922","0.5235988"
"13847072460","0.17737108","-0.09940593","-0.8070527","0.5543681","0.5235988"
"13856959904","0.16878842","-0.08505816","-0.80783135","0.5582867","0.5235988"
"13866847349","0.15893695","-0.06755178","-0.80857027","0.56248546","0.5235988"
"13876734793","0.14802124","-0.04699326","-0.80894494","0.56700045","0.5235988"
"13886622237","0.13590693","-0.023635989","-0.80907196","0.57129085","0.5235988"
"13896509682","0.122377075","0.0022847734","-0.80858886","0.5755021","0.5235988"
"13906397126","0.10735821","0.03047202","-0.80725396","0.5795574","0.5235988"
"13916284571","0.09093936","0.06066933","-0.80448484","0.5838266","0.5235988"
"13926172015","0.07334774","0.09243348","-0.8004499","0.58767015","0.5235988"
"13936059459","0.054713756","0.12528668","-0.7946388","0.5914887","0.5235988"
"13945946904","0.034824587","0.15883157","-0.7868122","0.59538764","0.5235988"
"13955834348","0.013319923","0.19295809","-0.7763195","0.59993154","0.5235988"
"13965721543","-0.009332074","0.22729549","-0.76359975","0.604289","0.5235988"
"13975608737","-0.032430694","0.26164237","-0.74827576","0.6087487","0.5235988"
"13985495931","-0.05493643","0.29591635","-0.7303219","0.61322546","0.5235988"
"13995383126","-0.07642037","0.3300814","-0.7095028","0.6179095","0.5235988"
"14005263070","-0.095161095","0.36250398","-0.68743646","0.62206626","0.5235988"
"14015143015","-0.110369235","0.39142677","-0.6652421","0.6261444","0.5235988"
"14025022960","-0.121654235","0.41614452","-0.64369464","0.63061976","0.5235988"
"14034902904","-0.12897818","0.4368688","-0.6227856","0.6361199","0.5235988"
"14044797848","-0.13258389","0.45447394","-0.6026726","0.64238685","0.5235988"
"14054692793","-0.13381715","0.4697916","-0.5828171","0.6493944","0.5235988"
"14064587737","-0.13404654","0.48396623","-0.56265706","0.65667754","0.5235988"
"14074482681","-0.13454895","0.49806273","-0.5414512","0.66382277","0.5235988"
"14084370125","-0.1359216","0.5132521","-0.51927435","0.6696654","0.5235988"
"14094257570","-0.1387525","0.52975404","-0.4958248","0.67399275","0.5235988"
"14104145014","-0.14245945","0.5469219","-0.4715676","0.676909","0.5235988"
"14114032459","-0.1462343","0.56385684","-0.4469323","0.67892015","0.5235988"
"14123912153","-0.14944564","0.5799541","-0.42258868","0.68024856","0.5235988"
"14133791848","-0.15250584","0.594789","-0.39837253","0.68137175","0.5235988"
"14143671542","-0.15575783","0.60863835","-0.3739756","0.6822325","0.5235988"
"14153551237","-0.16037083","0.6219777","-0.348521","0.6826113","0.5235988"
"14163438681","-0.1671389","0.63517064","-0.32221133","0.68176454","0.5235988"
"14173326126","-0.17669234","0.64822793","-0.29450727","0.67959255","0.5235988"
"14183213570","-0.188155","0.66072094","-0.265533","0.6764155","0.5235988"
"14193101015","-0.20087107","0.67179656","-0.23507291","0.673113","0.5235988"
"14202988459","-0.21281995","0.6809212","-0.20485511","0.6701407","0.5235988"
"14212875903","-0.22287345","0.6880853","-0.17591105","0.6677735","0.5235988"
"14222763348","-0.23009132","0.69411975","-0.14917007","0.6655855","0.5235988"
"14232650792","-0.23417737","0.69987136","-0.12504254","0.6631029","0.5235988"
"14242537987","-0.23527686","0.70577","-0.10352953","0.660163","0.5235988"
"14252425181","-0.23376328","0.7118894","-0.08440072","0.6568447","0.5235988"
"14262312375","-0.23026797","0.7180459","-0.06722495","0.653351","0.5235988"
"14272199570","-0.22554584","0.7239268","-0.051472828","0.64993054","0.5235988"
