"timestamp,""x"",""y"",""z"",""q"",""r"""
"1578402678,""-0.26608264"",""0.7120821"",""0.05251397"",""0.64759666"",""1.0471976"""
"1588282871,""-0.26270288"",""0.712305"",""0.048716143"",""0.6490266"",""1.0471976"""
"1598163064,""-0.26064232"",""0.71212256"",""0.046150908"",""0.650244"",""1.0471976"""
"1608050507,""-0.2575828"",""0.7124171"",""0.042717922"",""0.6513741"",""1.0471976"""
"1617937950,""-0.2546889"",""0.7127545"",""0.039479297"",""0.6523467"",""1.0471976"""
"1627825393,""-0.2518556"",""0.7130972"",""0.036397263"",""0.6532507"",""1.0471976"""
"1637712836,""-0.25017074"",""0.7129484"",""0.034509704"",""0.6541623"",""1.0471976"""
"1647608278,""-0.2471025"",""0.7131639"",""0.031489227"",""0.6552451"",""1.0471976"""
"1657503721,""-0.24391289"",""0.71341807"",""0.028450148"",""0.6563017"",""1.0471976"""
"1667399164,""-0.24065946"",""0.71378577"",""0.025393616"",""0.6572275"",""1.0471976"""
"1677294607,""-0.2384978"",""0.7138639"",""0.023340113"",""0.65800637"",""1.0471976"""
"1687182050,""-0.23515481"",""0.7143802"",""0.020178096"",""0.6587534"",""1.0471976"""
"1697069493,""-0.23170206"",""0.7149322"",""0.016896246"",""0.65947"",""1.0471976"""
"1706956935,""-0.22808056"",""0.71548307"",""0.013452996"",""0.6602138"",""1.0471976"""
"1716844378,""-0.22534859"",""0.71565145"",""0.01083077"",""0.6610173"",""1.0471976"""
"1726732071,""-0.22142296"",""0.71607935"",""0.007064056"",""0.66193086"",""1.0471976"""
"1736619764,""-0.21750551"",""0.7164549"",""0.003183771"",""0.6628527"",""1.0471976"""
"1746507457,""-0.21367401"",""0.71681243"",""-8.1028783E-4"",""0.66371894"",""1.0471976"""
"1756395150,""-0.2111642"",""0.71681625"",""-0.0038152572"",""0.66450715"",""1.0471976"""
"1766275343,""-0.2076875"",""0.7171583"",""-0.007951844"",""0.6651967"",""1.0471976"""
"1776155536,""-0.20445019"",""0.71749526"",""-0.01204848"",""0.66577446"",""1.0471976"""
"1786035728,""-0.2014426"",""0.71782464"",""-0.016010836"",""0.6662525"",""1.0471976"""
"1795915921,""-0.19977915"",""0.71777004"",""-0.018734625"",""0.666741"",""1.0471976"""
"1805803364,""-0.19723484"",""0.71791416"",""-0.022239022"",""0.6672355"",""1.0471976"""
"1815690807,""-0.19494219"",""0.71799046"",""-0.025490599"",""0.6677107"",""1.0471976"""
"1825578250,""-0.19287433"",""0.71806246"",""-0.02850765"",""0.6681116"",""1.0471976"""
"1835465693,""-0.19223206"",""0.71783435"",""-0.030170722"",""0.6684687"",""1.0471976"""
"1845361136,""-0.19055116"",""0.71797603"",""-0.03277737"",""0.66867507"",""1.0471976"""
"1855256579,""-0.18903889"",""0.71814287"",""-0.035182133"",""0.668803"",""1.0471976"""
"1865152021,""-0.18769747"",""0.7182941"",""-0.03736411"",""0.6689001"",""1.0471976"""
"1875047464,""-0.18786065"",""0.7180488"",""-0.038085587"",""0.66907686"",""1.0471976"""
"1884927407,""-0.1867886"",""0.7181528"",""-0.03991021"",""0.66915905"",""1.0471976"""
"1894807350,""-0.18580425"",""0.71828127"",""-0.04160791"",""0.6691917"",""1.0471976"""
"1904687293,""-0.18491775"",""0.7184018"",""-0.043147106"",""0.66921043"",""1.0471976"""
"1914567236,""-0.18534006"",""0.7181974"",""-0.043375567"",""0.66929823"",""1.0471976"""
"1924462429,""-0.1847304"",""0.7182779"",""-0.044507515"",""0.66930616"",""1.0471976"""
"1934357621,""-0.18427837"",""0.7183663"",""-0.045491368"",""0.66926974"",""1.0471976"""
"1944252814,""-0.18396911"",""0.71845955"",""-0.046335578"",""0.66919684"",""1.0471976"""
"1954148007,""-0.18424718"",""0.71844935"",""-0.046595983"",""0.6691131"",""1.0471976"""
"1964027950,""-0.18472588"",""0.7184683"",""-0.046607967"",""0.6689599"",""1.0471976"""
"1973907893,""-0.184716"",""0.71872824"",""-0.047044974"",""0.6686528"",""1.0471976"""
"1983787836,""-0.18478341"",""0.71907115"",""-0.047399875"",""0.6682403"",""1.0471976"""
"1993667779,""-0.18620533"",""0.7190804"",""-0.046447698"",""0.6679024"",""1.0471976"""
"2003555472,""-0.18623058"",""0.71941423"",""-0.046721555"",""0.6675167"",""1.0471976"""
"2013443164,""-0.18618667"",""0.71976584"",""-0.04699331"",""0.6671307"",""1.0471976"""
"2023330857,""-0.18612741"",""0.720157"",""-0.047259875"",""0.66670614"",""1.0471976"""
"2033218550,""-0.187462"",""0.7202932"",""-0.046235498"",""0.6662567"",""1.0471976"""
"2043113993,""-0.1876389"",""0.7207833"",""-0.046283633"",""0.6656733"",""1.0471976"""
"2053009436,""-0.18796301"",""0.72121865"",""-0.046174925"",""0.6651177"",""1.0471976"""
"2062904879,""-0.18842362"",""0.721558"",""-0.045948945"",""0.6646348"",""1.0471976"""
"2072800321,""-0.19028206"",""0.72148705"",""-0.044463344"",""0.6642833"",""1.0471976"""
"2082680264,""-0.1908578"",""0.72176397"",""-0.044110287"",""0.66384065"",""1.0471976"""
"2092560207,""-0.19144565"",""0.72209096"",""-0.043622427"",""0.66334784"",""1.0471976"""
"2102440150,""-0.19277576"",""0.7222916"",""-0.042342607"",""0.66282696"",""1.0471976"""
"2112320093,""-0.19422494"",""0.722526"",""-0.040904053"",""0.6622385"",""1.0471976"""
"2122207786,""-0.1950024"",""0.7229593"",""-0.040077124"",""0.6615874"",""1.0471976"""
"2132095479,""-0.19569829"",""0.72340363"",""-0.039321702"",""0.6609411"",""1.0471976"""
"2141983172,""-0.19621655"",""0.7238886"",""-0.038709097"",""0.6602924"",""1.0471976"""
"2151870865,""-0.19786455"",""0.72408795"",""-0.03700189"",""0.6596796"",""1.0471976"""
"2161758307,""-0.19800544"",""0.7246772"",""-0.036585633"",""0.6590132"",""1.0471976"""
"2171645750,""-0.19804287"",""0.72526705"",""-0.036203936"",""0.65837383"",""1.0471976"""
"2181533193,""-0.19802898"",""0.72587204"",""-0.035843488"",""0.65773064"",""1.0471976"""
"2191420636,""-0.19913803"",""0.72616047"",""-0.03448072"",""0.6571501"",""1.0471976"""
"2201308329,""-0.198883"",""0.7268095"",""-0.034357652"",""0.65651596"",""1.0471976"""
"2211196022,""-0.1984492"",""0.7274996"",""-0.03439279"",""0.6558807"",""1.0471976"""
"2221083715,""-0.19786839"",""0.7282583"",""-0.034517895"",""0.6552072"",""1.0471976"""
"2230971408,""-0.19844864"",""0.7287388"",""-0.033539675"",""0.6545479"",""1.0471976"""
"2240859100,""-0.19772273"",""0.7295859"",""-0.033672933"",""0.6538167"",""1.0471976"""
"2250746793,""-0.19689421"",""0.7304009"",""-0.033866018"",""0.6531465"",""1.0471976"""
"2260634486,""-0.19594605"",""0.7311576"",""-0.03412485"",""0.65257126"",""1.0471976"""
"2270522179,""-0.1961186"",""0.7315493"",""-0.033306785"",""0.65212256"",""1.0471976"""
"2280417372,""-0.19509272"",""0.73224425"",""-0.033478852"",""0.6516413"",""1.0471976"""
"2290312565,""-0.19413656"",""0.73292416"",""-0.033509314"",""0.65116084"",""1.0471976"""
"2300207757,""-0.19325691"",""0.7336094"",""-0.03340994"",""0.65065575"",""1.0471976"""
"2310102950,""-0.19367301"",""0.7339575"",""-0.03213504"",""0.65020347"",""1.0471976"""
"2319990643,""-0.19286783"",""0.73463726"",""-0.031921286"",""0.64968544"",""1.0471976"""
"2329878336,""-0.19209279"",""0.73534095"",""-0.031673808"",""0.6491309"",""1.0471976"""
"2339766029,""-0.19135424"",""0.7360892"",""-0.031439193"",""0.64851207"",""1.0471976"""
"2349653722,""-0.19190738"",""0.736547"",""-0.030111015"",""0.6478916"",""1.0471976"""
"2359533665,""-0.19109063"",""0.737338"",""-0.029983513"",""0.6472388"",""1.0471976"""
"2369413608,""-0.19028063"",""0.73806036"",""-0.029840332"",""0.64666057"",""1.0471976"""
"2379293550,""-0.1895848"",""0.73868656"",""-0.029629253"",""0.6461593"",""1.0471976"""
"2389173493,""-0.18970387"",""0.7391056"",""-0.028753476"",""0.6456847"",""1.0471976"""
"2399061186,""-0.19000246"",""0.7395146"",""-0.027786784"",""0.6451706"",""1.0471976"""
"2408948879,""-0.1897536"",""0.7400851"",""-0.027350921"",""0.644608"",""1.0471976"""
"2418836572,""-0.1895613"",""0.74062264"",""-0.026878959"",""0.6440669"",""1.0471976"""
"2428724265,""-0.19013543"",""0.740882"",""-0.025781024"",""0.6436443"",""1.0471976"""
"2438619458,""-0.1906858"",""0.7410504"",""-0.024786511"",""0.64332646"",""1.0471976"""
"2448514650,""-0.19052438"",""0.741318"",""-0.024498956"",""0.64307696"",""1.0471976"""
"2458409843,""-0.19031028"",""0.7415274"",""-0.024345571"",""0.64290476"",""1.0471976"""
"2468305036,""-0.19081134"",""0.74149185"",""-0.023718825"",""0.64282054"",""1.0471976"""
"2478185229,""-0.191279"",""0.74141943"",""-0.023305556"",""0.6427803"",""1.0471976"""
"2488065422,""-0.19118246"",""0.74144524"",""-0.023526737"",""0.6427711"",""1.0471976"""
"2497945615,""-0.19114593"",""0.7414135"",""-0.02379165"",""0.64280885"",""1.0471976"""
"2507825808,""-0.19183104"",""0.74120784"",""-0.023490718"",""0.64285314"",""1.0471976"""
"2517721001,""-0.19264428"",""0.7409981"",""-0.02310868"",""0.6428655"",""1.0471976"""
"2527616193,""-0.19287303"",""0.7409468"",""-0.023228448"",""0.64285165"",""1.0471976"""
"2537511386,""-0.1932526"",""0.7408607"",""-0.023156455"",""0.64283955"",""1.0471976"""
"2547406579,""-0.1944428"",""0.74058616"",""-0.022293145"",""0.64282745"",""1.0471976"""
"2557294272,""-0.19573198"",""0.7403045"",""-0.021297101"",""0.64279443"",""1.0471976"""
"2567181965,""-0.19633242"",""0.74020016"",""-0.020893121"",""0.6427447"",""1.0471976"""
"2577069658,""-0.196815"",""0.7400902"",""-0.02059382"",""0.6427335"",""1.0471976"""
"2586957350,""-0.19781336"",""0.7397796"",""-0.019846754"",""0.642808"",""1.0471976"""
"2596844793,""-0.19855921"",""0.739469"",""-0.019339953"",""0.642951"",""1.0471976"""
"2606732236,""-0.19856182"",""0.7393162"",""-0.01953337"",""0.64312"",""1.0471976"""
"2616619679,""-0.19849992"",""0.7391619"",""-0.019843733"",""0.643307"",""1.0471976"""
"2626507122,""-0.19898108"",""0.7388403"",""-0.019706484"",""0.64353186"",""1.0471976"""
"2636394815,""-0.19883916"",""0.73866296"",""-0.020114295"",""0.6437667"",""1.0471976"""
"2646282508,""-0.19871947"",""0.73846704"",""-0.020509725"",""0.64401585"",""1.0471976"""
"2656170201,""-0.1993924"",""0.7380624"",""-0.020201521"",""0.6442814"",""1.0471976"""
"2666057893,""-0.20014608"",""0.7376572"",""-0.019781891"",""0.64452475"",""1.0471976"""
"2675945586,""-0.20029898"",""0.73745185"",""-0.019888151"",""0.644709"",""1.0471976"""
"2685833279,""-0.20056865"",""0.73723066"",""-0.01991613"",""0.6448772"",""1.0471976"""
"2695720972,""-0.20090021"",""0.73700994"",""-0.019878468"",""0.64502746"",""1.0471976"""
"2705608665,""-0.20245233"",""0.73647475"",""-0.01871358"",""0.6451883"",""1.0471976"""
"2715496358,""-0.20279574"",""0.73626035"",""-0.018541967"",""0.6453301"",""1.0471976"""
"2725384051,""-0.20311216"",""0.73599344"",""-0.018309958"",""0.6455416"",""1.0471976"""
"2735271743,""-0.20338088"",""0.73567474"",""-0.01807585"",""0.64582676"",""1.0471976"""
"2745159436,""-0.20479609"",""0.7350268"",""-0.016864251"",""0.64615"",""1.0471976"""
"2755047129,""-0.20498814"",""0.73474115"",""-0.01679828"",""0.6464156"",""1.0471976"""
"2764934822,""-0.20515047"",""0.734488"",""-0.016807342"",""0.6466516"",""1.0471976"""
"2774822515,""-0.20533562"",""0.7342239"",""-0.016833315"",""0.64689195"",""1.0471976"""
"2784710208,""-0.20684308"",""0.7335488"",""-0.015720742"",""0.6472056"",""1.0471976"""
"2794597651,""-0.20710178"",""0.73318183"",""-0.015699888"",""0.6475391"",""1.0471976"""
"2804485094,""-0.20734131"",""0.73281693"",""-0.015686164"",""0.6478757"",""1.0471976"""
"2814372536,""-0.20770611"",""0.732421"",""-0.015565791"",""0.64820945"",""1.0471976"""
"2824259979,""-0.20792978"",""0.7320681"",""-0.015544469"",""0.6485368"",""1.0471976"""
"2834147672,""-0.2080553"",""0.73173195"",""-0.01555056"",""0.64887565"",""1.0471976"""
"2844035365,""-0.2081211"",""0.73139244"",""-0.015566605"",""0.6492369"",""1.0471976"""
"2853923058,""-0.20817588"",""0.73106766"",""-0.015599006"",""0.6495842"",""1.0471976"""
"2863810751,""-0.20901304"",""0.73056805"",""-0.014965743"",""0.64989233"",""1.0471976"""
"2873698444,""-0.20914678"",""0.73032874"",""-0.014975811"",""0.6501179"",""1.0471976"""
"2883586136,""-0.2092967"",""0.7301081"",""-0.01496839"",""0.65031767"",""1.0471976"""
"2893473829,""-0.20941618"",""0.7298949"",""-0.014950587"",""0.6505189"",""1.0471976"""
"2903361522,""-0.21027695"",""0.7294722"",""-0.014202633"",""0.6507321"",""1.0471976"""
"2913256715,""-0.2103027"",""0.72930646"",""-0.014138535"",""0.6509109"",""1.0471976"""
"2923151908,""-0.21028864"",""0.7291625"",""-0.014053167"",""0.6510785"",""1.0471976"""
"2933047101,""-0.21025208"",""0.72903484"",""-0.013964025"",""0.6512353"",""1.0471976"""
"2942942293,""-0.21038492"",""0.728872"",""-0.01370985"",""0.65138006"",""1.0471976"""
"2952829986,""-0.2103775"",""0.7287549"",""-0.01354148"",""0.651517"",""1.0471976"""
"2962717679,""-0.21036483"",""0.728654"",""-0.01332104"",""0.6516384"",""1.0471976"""
"2972605372,""-0.21035753"",""0.72858536"",""-0.013079499"",""0.65172243"",""1.0471976"""
"2982493065,""-0.21136817"",""0.7282481"",""-0.011924653"",""0.6517945"",""1.0471976"""
"2992380758,""-0.21129297"",""0.728214"",""-0.011716969"",""0.6518608"",""1.0471976"""
"3002268451,""-0.21111085"",""0.7281697"",""-0.011575776"",""0.6519718"",""1.0471976"""
"3012156144,""-0.21081726"",""0.72810507"",""-0.011550087"",""0.6521394"",""1.0471976"""
"3022043836,""-0.2111006"",""0.7278553"",""-0.011055432"",""0.652335"",""1.0471976"""
"3031923779,""-0.21063848"",""0.72782475"",""-0.011299192"",""0.65251434"",""1.0471976"""
"3041803722,""-0.21019831"",""0.72780526"",""-0.011603981"",""0.6526726"",""1.0471976"""
"3051683665,""-0.20985217"",""0.727802"",""-0.011884964"",""0.65278256"",""1.0471976"""
"3061563608,""-0.20975286"",""0.7277787"",""-0.011951148"",""0.6528393"",""1.0471976"""
"3071458801,""-0.20962627"",""0.72782326"",""-0.012034345"",""0.6528288"",""1.0471976"""
"3081353994,""-0.20953211"",""0.72787905"",""-0.012063024"",""0.65279627"",""1.0471976"""
"3091249187,""-0.20942667"",""0.7279101"",""-0.0120872315"",""0.652795"",""1.0471976"""
