time in seconds, count in bar, beats in bar
0.69 , 2 , 4
1.42 , 3 , 4
2.15 , 4 , 4
2.88 , 1 , 4
3.61 , 2 , 4
4.34 , 3 , 4
5.07 , 4 , 4
5.8 , 1 , 4
6.53 , 2 , 4
7.26 , 3 , 4
7.99 , 4 , 4
8.72 , 1 , 4
9.45 , 2 , 4
10.18 , 3 , 4
10.91 , 4 , 4
11.64 , 1 , 4
12.37 , 2 , 4
13.1 , 3 , 4
13.83 , 4 , 4
14.56 , 1 , 4
15.27 , 2 , 4
15.98 , 3 , 4
16.69 , 4 , 4
17.4 , 1 , 4
18.11 , 2 , 4
18.82 , 3 , 4
19.53 , 4 , 4
20.24 , 1 , 4
20.95 , 2 , 4
21.66 , 3 , 4
22.37 , 4 , 4
23.08 , 1 , 4
23.79 , 2 , 4
24.5 , 3 , 4
25.21 , 4 , 4
25.92 , 1 , 4
26.63 , 2 , 4
27.34 , 3 , 4
28.07 , 4 , 4
28.8 , 1 , 4
29.53 , 2 , 4
30.26 , 3 , 4
30.99 , 4 , 4
31.72 , 1 , 4
32.43 , 2 , 4
33.14 , 3 , 4
33.85 , 4 , 4
34.56 , 1 , 4
35.27 , 2 , 4
36 , 3 , 4
36.73 , 4 , 4
37.46 , 1 , 4
38.19 , 2 , 4
38.9 , 3 , 4
39.61 , 4 , 4
40.34 , 1 , 4
41.07 , 2 , 4
41.8 , 3 , 4
42.53 , 4 , 4
43.26 , 1 , 4
43.99 , 2 , 4
44.72 , 3 , 4
45.45 , 4 , 4
46.16 , 1 , 4
46.87 , 2 , 4
47.58 , 3 , 4
48.29 , 4 , 4
49 , 1 , 4
49.71 , 2 , 4
50.44 , 3 , 4
51.17 , 4 , 4
51.9 , 1 , 4
52.63 , 2 , 4
53.36 , 3 , 4
54.09 , 4 , 4
54.8 , 1 , 4
55.51 , 2 , 4
56.22 , 3 , 4
56.95 , 4 , 4
57.68 , 1 , 4
58.41 , 2 , 4
59.14 , 3 , 4
59.87 , 4 , 4
60.6 , 1 , 4
61.33 , 2 , 4
62.06 , 3 , 4
62.77 , 4 , 4
63.48 , 1 , 4
64.19 , 2 , 4
64.9 , 3 , 4
65.61 , 4 , 4
66.32 , 1 , 4
67.03 , 2 , 4
67.74 , 3 , 4
68.45 , 4 , 4
69.16 , 1 , 4
69.87 , 2 , 4
70.58 , 3 , 4
71.29 , 4 , 4
72 , 1 , 4
72.71 , 2 , 4
73.42 , 3 , 4
74.13 , 4 , 4
74.84 , 1 , 4
75.55 , 2 , 4
76.26 , 3 , 4
76.97 , 4 , 4
77.68 , 1 , 4
78.39 , 2 , 4
79.1 , 3 , 4
79.81 , 4 , 4
80.52 , 1 , 4
81.23 , 2 , 4
81.94 , 3 , 4
82.65 , 4 , 4
83.36 , 1 , 4
84.07 , 2 , 4
84.78 , 3 , 4
85.51 , 4 , 4
86.24 , 1 , 4
86.99 , 2 , 4
87.74 , 3 , 4
88.47 , 4 , 4
89.2 , 1 , 4
89.93 , 2 , 4
90.66 , 3 , 4
91.39 , 4 , 4
92.12 , 1 , 4
92.85 , 2 , 4
93.58 , 3 , 4
94.31 , 4 , 4
95.04 , 1 , 4
95.77 , 2 , 4
96.5 , 3 , 4
97.23 , 4 , 4
97.96 , 1 , 4
98.69 , 2 , 4
99.42 , 3 , 4
100.15 , 4 , 4
100.88 , 1 , 4
101.61 , 2 , 4
102.34 , 3 , 4
103.07 , 4 , 4
103.8 , 1 , 4
104.53 , 2 , 4
105.26 , 3 , 4
105.99 , 4 , 4
106.72 , 1 , 4
107.45 , 2 , 4
108.18 , 3 , 4
108.91 , 4 , 4
109.64 , 1 , 4
110.37 , 2 , 4
111.1 , 3 , 4
111.83 , 4 , 4
112.56 , 1 , 4
113.29 , 2 , 4
114 , 3 , 4
114.71 , 4 , 4
115.44 , 1 , 4
116.17 , 2 , 4
116.9 , 3 , 4
117.63 , 4 , 4
118.36 , 1 , 4
119.09 , 2 , 4
119.82 , 3 , 4
120.55 , 4 , 4
121.26 , 1 , 4
121.97 , 2 , 4
