time in seconds, count in bar, beats in bar
0.83 , 1 , 3
1.83 , 2 , 3
2.83 , 3 , 3
3.83 , 1 , 3
4.83 , 2 , 3
5.83 , 3 , 3
6.83 , 1 , 3
7.83 , 2 , 3
8.83 , 3 , 3
9.83 , 1 , 4
10.83 , 2 , 4
11.83 , 3 , 4
12.83 , 4 , 4
13.83 , 1 , 4
14.83 , 2 , 4
15.83 , 3 , 4
16.83 , 4 , 4
17.83 , 1 , 4
18.83 , 2 , 4
19.83 , 3 , 4
20.83 , 4 , 4
21.83 , 1 , 4
22.83 , 2 , 4
23.83 , 3 , 4
24.83 , 4 , 4
25.83 , 1 , 4
26.83 , 2 , 4
27.83 , 3 , 4
28.83 , 4 , 4
29.83 , 1 , 4
30.83 , 2 , 4
31.83 , 3 , 4
32.83 , 4 , 4
33.83 , 1 , 4
34.83 , 2 , 4
35.83 , 3 , 4
36.83 , 4 , 4
37.83 , 1 , 4
38.83 , 2 , 4
39.83 , 3 , 4
40.83 , 4 , 4
41.83 , 1 , 4
42.83 , 2 , 4
43.83 , 3 , 4
44.83 , 4 , 4
45.83 , 1 , 4
46.83 , 2 , 4
47.83 , 3 , 4
48.83 , 4 , 4
49.83 , 1 , 4
50.83 , 2 , 4
51.83 , 3 , 4
52.83 , 4 , 4
53.8 , 1 , 4
54.8 , 2 , 4
55.8 , 3 , 4
56.8 , 4 , 4
57.8 , 1 , 4
58.8 , 2 , 4
59.8 , 3 , 4
60.8 , 4 , 4
61.8 , 1 , 4
62.8 , 2 , 4
63.8 , 3 , 4
64.8 , 4 , 4
65.8 , 1 , 4
66.8 , 2 , 4
67.8 , 3 , 4
68.8 , 4 , 4
69.8 , 1 , 4
70.8 , 2 , 4
71.77 , 3 , 4
72.77 , 4 , 4
73.77 , 1 , 4
74.77 , 2 , 4
75.77 , 3 , 4
76.77 , 4 , 4
77.77 , 1 , 4
78.77 , 2 , 4
79.77 , 3 , 4
80.77 , 4 , 4
81.77 , 1 , 4
82.77 , 2 , 4
83.77 , 3 , 4
84.77 , 4 , 4
85.77 , 1 , 4
86.77 , 2 , 4
87.77 , 3 , 4
88.77 , 4 , 4
89.77 , 1 , 4
90.77 , 2 , 4
91.77 , 3 , 4
92.77 , 4 , 4
93.77 , 1 , 4
94.77 , 2 , 4
95.77 , 3 , 4
96.77 , 4 , 4
97.77 , 1 , 4
98.77 , 2 , 4
99.77 , 3 , 4
100.74 , 4 , 4
101.74 , 1 , 4
102.74 , 2 , 4
103.74 , 3 , 4
104.74 , 4 , 4
105.74 , 1 , 4
106.74 , 2 , 4
107.74 , 3 , 4
108.74 , 4 , 4
109.74 , 1 , 4
110.74 , 2 , 4
111.74 , 3 , 4
112.74 , 4 , 4
113.74 , 1 , 4
114.74 , 2 , 4
115.74 , 3 , 4
116.74 , 4 , 4
117.74 , 1 , 3
118.74 , 2 , 3
119.74 , 3 , 3
120.74 , 1 , 4
121.74 , 2 , 4
122.74 , 3 , 4
123.74 , 4 , 4
124.74 , 1 , 4
125.74 , 2 , 4
126.74 , 3 , 4
127.74 , 4 , 4
128.74 , 1 , 4
129.74 , 2 , 4
130.74 , 3 , 4
131.74 , 4 , 4
132.74 , 1 , 4
133.74 , 2 , 4
134.74 , 3 , 4
135.74 , 4 , 4
136.74 , 1 , 4
137.74 , 2 , 4
138.74 , 3 , 4
139.74 , 4 , 4
140.74 , 1 , 4
141.74 , 2 , 4
142.74 , 3 , 4
143.74 , 4 , 4
144.74 , 1 , 4
145.74 , 2 , 4
146.74 , 3 , 4
147.74 , 4 , 4
148.74 , 1 , 4
149.74 , 2 , 4
150.74 , 3 , 4
151.74 , 4 , 4
