time in seconds, count in bar, beats in bar
0.11 , 1 , 4
0.71 , 2 , 4
1.31 , 3 , 4
1.91 , 4 , 4
2.51 , 1 , 4
3.11 , 2 , 4
3.71 , 3 , 4
4.31 , 4 , 4
4.91 , 1 , 4
5.51 , 2 , 4
6.11 , 3 , 4
6.71 , 4 , 4
7.31 , 1 , 4
7.91 , 2 , 4
8.51 , 3 , 4
9.11 , 4 , 4
9.71 , 1 , 4
10.31 , 2 , 4
10.91 , 3 , 4
11.51 , 4 , 4
12.11 , 1 , 4
12.71 , 2 , 4
13.31 , 3 , 4
13.91 , 4 , 4
14.51 , 1 , 4
15.11 , 2 , 4
15.71 , 3 , 4
16.31 , 4 , 4
16.91 , 1 , 4
17.51 , 2 , 4
18.11 , 3 , 4
18.71 , 4 , 4
19.31 , 1 , 4
19.91 , 2 , 4
20.51 , 3 , 4
21.11 , 4 , 4
21.71 , 1 , 4
22.31 , 2 , 4
22.91 , 3 , 4
23.51 , 4 , 4
24.11 , 1 , 4
24.71 , 2 , 4
25.31 , 3 , 4
25.91 , 4 , 4
26.51 , 1 , 4
27.11 , 2 , 4
27.71 , 3 , 4
28.31 , 4 , 4
28.91 , 1 , 4
29.51 , 2 , 4
30.11 , 3 , 4
30.71 , 4 , 4
31.31 , 1 , 4
31.91 , 2 , 4
32.51 , 3 , 4
33.11 , 4 , 4
33.71 , 1 , 4
34.31 , 2 , 4
34.91 , 3 , 4
35.51 , 4 , 4
36.11 , 1 , 4
36.71 , 2 , 4
37.31 , 3 , 4
37.91 , 4 , 4
38.51 , 1 , 4
39.11 , 2 , 4
39.71 , 3 , 4
40.31 , 4 , 4
40.91 , 1 , 4
41.51 , 2 , 4
42.11 , 3 , 4
42.71 , 4 , 4
43.31 , 1 , 4
43.91 , 2 , 4
44.51 , 3 , 4
45.11 , 4 , 4
45.71 , 1 , 4
46.31 , 2 , 4
46.91 , 3 , 4
47.51 , 4 , 4
48.11 , 1 , 4
48.71 , 2 , 4
49.31 , 3 , 4
49.91 , 4 , 4
50.51 , 1 , 4
51.11 , 2 , 4
51.71 , 3 , 4
52.31 , 4 , 4
52.91 , 1 , 4
53.51 , 2 , 4
54.11 , 3 , 4
54.71 , 4 , 4
55.31 , 1 , 4
55.91 , 2 , 4
56.51 , 3 , 4
57.11 , 4 , 4
57.71 , 1 , 4
58.31 , 2 , 4
58.91 , 3 , 4
59.51 , 4 , 4
60.11 , 1 , 4
60.71 , 2 , 4
61.31 , 3 , 4
61.91 , 4 , 4
62.51 , 1 , 4
63.11 , 2 , 4
63.71 , 3 , 4
64.31 , 4 , 4
64.91 , 1 , 4
65.51 , 2 , 4
66.11 , 3 , 4
66.71 , 4 , 4
67.31 , 1 , 4
67.91 , 2 , 4
68.51 , 3 , 4
69.11 , 4 , 4
69.71 , 1 , 4
70.31 , 2 , 4
70.91 , 3 , 4
71.51 , 4 , 4
72.11 , 1 , 4
72.71 , 2 , 4
73.31 , 3 , 4
73.91 , 4 , 4
74.51 , 1 , 4
75.11 , 2 , 4
75.71 , 3 , 4
76.31 , 4 , 4
76.91 , 1 , 4
77.51 , 2 , 4
78.11 , 3 , 4
78.71 , 4 , 4
79.31 , 1 , 4
79.91 , 2 , 4
80.51 , 3 , 4
81.11 , 4 , 4
81.71 , 1 , 4
82.31 , 2 , 4
82.91 , 3 , 4
83.51 , 4 , 4
84.11 , 1 , 4
84.71 , 2 , 4
85.31 , 3 , 4
85.91 , 4 , 4
86.51 , 1 , 4
