time in seconds, count in bar, beats in bar
0.47 , 2 , 4
0.96 , 3 , 4
1.45 , 4 , 4
1.94 , 1 , 4
2.43 , 2 , 4
2.92 , 3 , 4
3.41 , 4 , 4
3.9 , 1 , 4
4.39 , 2 , 4
4.88 , 3 , 4
5.37 , 4 , 4
5.86 , 1 , 4
6.34 , 2 , 4
6.82 , 3 , 4
7.3 , 4 , 4
7.78 , 1 , 4
8.26 , 2 , 4
8.74 , 3 , 4
9.22 , 4 , 4
9.71 , 1 , 4
10.2 , 2 , 4
10.69 , 3 , 4
11.18 , 4 , 4
11.66 , 1 , 4
12.14 , 2 , 4
12.62 , 3 , 4
13.1 , 4 , 4
13.58 , 1 , 4
14.06 , 2 , 4
14.54 , 3 , 4
15.02 , 4 , 4
15.5 , 1 , 4
15.98 , 2 , 4
16.46 , 3 , 4
16.95 , 4 , 4
17.44 , 1 , 4
17.93 , 2 , 4
18.42 , 3 , 4
18.91 , 4 , 4
19.4 , 1 , 4
19.89 , 2 , 4
20.38 , 3 , 4
20.87 , 4 , 4
21.35 , 1 , 4
21.83 , 2 , 4
22.31 , 3 , 4
22.79 , 4 , 4
23.27 , 1 , 4
23.75 , 2 , 4
24.23 , 3 , 4
24.71 , 4 , 4
25.19 , 1 , 4
25.67 , 2 , 4
26.15 , 3 , 4
26.63 , 4 , 4
27.11 , 1 , 4
27.59 , 2 , 4
28.08 , 3 , 4
28.57 , 4 , 4
29.06 , 1 , 4
29.55 , 2 , 4
30.04 , 3 , 4
30.53 , 4 , 4
31.02 , 1 , 4
31.51 , 2 , 4
32 , 3 , 4
32.49 , 4 , 4
32.98 , 1 , 4
33.47 , 2 , 4
33.96 , 3 , 4
34.44 , 4 , 4
34.92 , 1 , 4
35.4 , 2 , 4
35.88 , 3 , 4
36.36 , 4 , 4
36.84 , 1 , 4
37.32 , 2 , 4
37.8 , 3 , 4
38.28 , 4 , 4
38.76 , 1 , 4
39.24 , 2 , 4
39.72 , 3 , 4
40.2 , 4 , 4
40.68 , 1 , 4
41.16 , 2 , 4
41.64 , 3 , 4
42.12 , 4 , 4
42.6 , 1 , 4
43.09 , 2 , 4
43.58 , 3 , 4
44.07 , 4 , 4
44.56 , 1 , 4
45.05 , 2 , 4
45.54 , 3 , 4
46.03 , 4 , 4
46.51 , 1 , 4
46.99 , 2 , 4
47.47 , 3 , 4
47.95 , 4 , 4
48.43 , 1 , 4
48.91 , 2 , 4
49.39 , 3 , 4
49.87 , 4 , 4
