time in seconds, count in bar, beats in bar
0.31 , 1 , 4
1.15 , 2 , 4
1.99 , 3 , 4
2.83 , 4 , 4
3.67 , 1 , 4
4.51 , 2 , 4
5.35 , 3 , 4
6.19 , 4 , 4
7.03 , 1 , 4
7.87 , 2 , 4
8.71 , 3 , 4
9.55 , 4 , 4
10.39 , 1 , 4
11.23 , 2 , 4
12.07 , 3 , 4
12.91 , 4 , 4
13.75 , 1 , 4
14.59 , 2 , 4
15.43 , 3 , 4
16.27 , 4 , 4
17.11 , 1 , 4
17.98 , 2 , 4
18.85 , 3 , 4
19.72 , 4 , 4
20.56 , 1 , 4
21.4 , 2 , 4
22.24 , 3 , 4
23.08 , 4 , 4
23.92 , 1 , 4
24.76 , 2 , 4
25.6 , 3 , 4
26.44 , 4 , 4
27.28 , 1 , 4
28.12 , 2 , 4
28.96 , 3 , 4
29.8 , 4 , 4
30.64 , 1 , 4
31.48 , 2 , 4
32.32 , 3 , 4
33.16 , 4 , 4
34.03 , 1 , 4
34.9 , 2 , 4
35.74 , 3 , 4
36.58 , 4 , 4
37.42 , 1 , 4
38.26 , 2 , 4
39.1 , 3 , 4
39.94 , 4 , 4
40.78 , 1 , 4
41.62 , 2 , 4
42.46 , 3 , 4
43.3 , 4 , 4
44.14 , 1 , 4
44.98 , 2 , 4
45.82 , 3 , 4
46.69 , 4 , 4
47.56 , 1 , 4
48.43 , 2 , 4
49.27 , 3 , 4
50.11 , 4 , 4
50.95 , 1 , 4
51.79 , 2 , 4
52.63 , 3 , 4
53.47 , 4 , 4
54.31 , 1 , 4
55.15 , 2 , 4
55.99 , 3 , 4
56.83 , 4 , 4
57.67 , 1 , 4
58.51 , 2 , 4
59.38 , 3 , 4
60.25 , 4 , 4
61.12 , 1 , 4
61.96 , 2 , 4
62.8 , 3 , 4
63.64 , 4 , 4
64.48 , 1 , 4
65.32 , 2 , 4
66.16 , 3 , 4
67 , 4 , 4
67.84 , 1 , 4
68.68 , 2 , 4
69.52 , 3 , 4
70.36 , 4 , 4
71.2 , 1 , 4
72.04 , 2 , 4
72.88 , 3 , 4
73.75 , 4 , 4
74.59 , 1 , 4
75.43 , 2 , 4
76.27 , 3 , 4
77.11 , 4 , 4
77.95 , 1 , 4
78.79 , 2 , 4
79.63 , 3 , 4
80.5 , 4 , 4
81.37 , 1 , 4
82.24 , 2 , 4
83.11 , 3 , 4
83.98 , 4 , 4
84.82 , 1 , 4
85.66 , 2 , 4
86.5 , 3 , 4
87.34 , 4 , 4
88.18 , 1 , 4
89.02 , 2 , 4
89.86 , 3 , 4
90.7 , 4 , 4
91.54 , 1 , 4
92.38 , 2 , 4
93.22 , 3 , 4
94.06 , 4 , 4
94.9 , 1 , 4
95.74 , 2 , 4
96.58 , 3 , 4
97.42 , 4 , 4
98.26 , 1 , 4
99.1 , 2 , 4
99.94 , 3 , 4
100.78 , 4 , 4
101.65 , 1 , 4
102.52 , 2 , 4
103.36 , 3 , 4
104.2 , 4 , 4
105.04 , 1 , 4
105.88 , 2 , 4
106.72 , 3 , 4
107.56 , 4 , 4
108.4 , 1 , 4
109.24 , 2 , 4
110.08 , 3 , 4
110.92 , 4 , 4
