time in seconds, count in bar, beats in bar
0.27 , 4 , 4
0.64 , 1 , 4
1.01 , 2 , 4
1.38 , 3 , 4
1.75 , 4 , 4
2.12 , 1 , 4
2.49 , 2 , 4
2.86 , 3 , 4
3.23 , 4 , 4
3.6 , 1 , 4
3.97 , 2 , 4
4.34 , 3 , 4
4.71 , 4 , 4
5.08 , 1 , 4
5.45 , 2 , 4
5.82 , 3 , 4
6.19 , 4 , 4
6.56 , 1 , 4
6.93 , 2 , 4
7.31 , 3 , 4
7.69 , 4 , 4
8.07 , 1 , 4
8.45 , 2 , 4
8.83 , 3 , 4
9.21 , 4 , 4
9.59 , 1 , 4
9.97 , 2 , 4
10.35 , 3 , 4
10.74 , 4 , 4
11.13 , 1 , 4
11.52 , 2 , 4
11.91 , 3 , 4
12.29 , 4 , 4
12.67 , 1 , 4
13.05 , 2 , 4
13.43 , 3 , 4
13.81 , 4 , 4
14.19 , 1 , 4
14.57 , 2 , 4
14.95 , 3 , 4
15.33 , 4 , 4
15.72 , 1 , 4
16.11 , 2 , 4
16.5 , 3 , 4
16.89 , 4 , 4
17.28 , 1 , 4
17.67 , 2 , 4
18.06 , 3 , 4
18.44 , 4 , 4
18.82 , 1 , 4
19.2 , 2 , 4
19.58 , 3 , 4
19.96 , 4 , 4
20.34 , 1 , 4
20.72 , 2 , 4
21.1 , 3 , 4
21.48 , 4 , 4
21.87 , 1 , 4
22.26 , 2 , 4
22.65 , 3 , 4
23.04 , 4 , 4
23.43 , 1 , 4
23.82 , 2 , 4
24.21 , 3 , 4
24.6 , 4 , 4
24.99 , 1 , 4
25.37 , 2 , 4
25.75 , 3 , 4
26.13 , 4 , 4
26.51 , 1 , 4
26.89 , 2 , 4
27.27 , 3 , 4
27.65 , 4 , 4
28.03 , 1 , 4
28.41 , 2 , 4
28.79 , 3 , 4
29.17 , 4 , 4
29.56 , 1 , 4
29.95 , 2 , 4
30.34 , 3 , 4
30.73 , 4 , 4
31.12 , 1 , 4
31.51 , 2 , 4
31.9 , 3 , 4
32.29 , 4 , 4
32.67 , 1 , 4
33.05 , 2 , 4
33.43 , 3 , 4
33.81 , 4 , 4
34.19 , 1 , 4
34.57 , 2 , 4
34.95 , 3 , 4
35.33 , 4 , 4
35.71 , 1 , 4
36.09 , 2 , 4
36.47 , 3 , 4
36.86 , 4 , 4
37.25 , 1 , 4
37.64 , 2 , 4
38.03 , 3 , 4
38.42 , 4 , 4
38.81 , 1 , 4
39.2 , 2 , 4
39.59 , 3 , 4
39.98 , 4 , 4
40.37 , 1 , 4
40.75 , 2 , 4
41.13 , 3 , 4
41.51 , 4 , 4
41.89 , 1 , 4
42.28 , 2 , 4
42.67 , 3 , 4
43.06 , 4 , 4
43.44 , 1 , 4
43.82 , 2 , 4
44.2 , 3 , 4
44.58 , 4 , 4
44.96 , 1 , 4
45.34 , 2 , 4
45.72 , 3 , 4
46.1 , 4 , 4
46.48 , 1 , 4
46.87 , 2 , 4
47.26 , 3 , 4
47.65 , 4 , 4
48.04 , 1 , 4
48.43 , 2 , 4
48.82 , 3 , 4
49.21 , 4 , 4
49.6 , 1 , 4
49.98 , 2 , 4
50.36 , 3 , 4
50.74 , 4 , 4
51.12 , 1 , 4
51.5 , 2 , 4
51.89 , 3 , 4
52.28 , 4 , 4
52.67 , 1 , 4
53.06 , 2 , 4
53.45 , 3 , 4
53.83 , 4 , 4
54.21 , 1 , 4
54.59 , 2 , 4
54.97 , 3 , 4
55.35 , 4 , 4
55.73 , 1 , 4
56.11 , 2 , 4
56.49 , 3 , 4
56.87 , 4 , 4
57.25 , 1 , 4
57.63 , 2 , 4
58.01 , 3 , 4
58.39 , 4 , 4
58.77 , 1 , 4
59.16 , 2 , 4
59.55 , 3 , 4
59.94 , 4 , 4
60.33 , 1 , 4
60.72 , 2 , 4
61.12 , 3 , 4
61.52 , 4 , 4
61.92 , 1 , 4
62.32 , 2 , 4
62.72 , 3 , 4
63.11 , 4 , 4
63.5 , 1 , 3
63.89 , 2 , 3
64.28 , 3 , 3
64.66 , 1 , 3
65.04 , 2 , 3
65.41 , 3 , 3
65.78 , 1 , 4
66.15 , 2 , 4
66.52 , 3 , 4
66.89 , 4 , 4
67.27 , 1 , 4
67.65 , 2 , 4
68.03 , 3 , 4
68.41 , 4 , 4
68.79 , 1 , 4
69.17 , 2 , 4
69.55 , 3 , 4
69.93 , 4 , 4
70.32 , 1 , 4
70.71 , 2 , 4
71.1 , 3 , 4
71.49 , 4 , 4
71.88 , 1 , 4
72.27 , 2 , 4
72.65 , 3 , 4
73.03 , 4 , 4
73.41 , 1 , 4
73.79 , 2 , 4
74.17 , 3 , 4
74.56 , 4 , 4
74.95 , 1 , 4
75.34 , 2 , 4
75.73 , 3 , 4
76.11 , 4 , 4
76.49 , 1 , 4
76.87 , 2 , 4
77.25 , 3 , 4
77.63 , 4 , 4
78.02 , 1 , 4
78.41 , 2 , 4
78.8 , 3 , 4
79.19 , 4 , 4
79.58 , 1 , 4
79.97 , 2 , 4
80.36 , 3 , 4
80.74 , 4 , 4
81.12 , 1 , 4
81.5 , 2 , 4
81.88 , 3 , 4
82.26 , 4 , 4
82.64 , 1 , 4
83.02 , 2 , 4
83.4 , 3 , 4
83.78 , 4 , 4
84.17 , 1 , 3
84.56 , 2 , 3
84.95 , 3 , 3
85.34 , 1 , 3
85.73 , 2 , 3
86.12 , 3 , 3
86.51 , 1 , 4
86.9 , 2 , 4
87.28 , 3 , 4
87.66 , 4 , 4
88.04 , 1 , 4
88.42 , 2 , 4
88.8 , 3 , 4
89.18 , 4 , 4
89.56 , 1 , 4
89.94 , 2 , 4
90.33 , 3 , 4
90.72 , 4 , 4
91.11 , 1 , 4
91.5 , 2 , 4
91.89 , 3 , 4
92.28 , 4 , 4
92.67 , 1 , 4
93.06 , 2 , 4
93.45 , 3 , 4
93.83 , 4 , 4
94.21 , 1 , 4
94.59 , 2 , 4
94.97 , 3 , 4
95.35 , 4 , 4
95.73 , 1 , 4
96.11 , 2 , 4
96.49 , 3 , 4
96.87 , 4 , 4
97.25 , 1 , 4
97.63 , 2 , 4
98.01 , 3 , 4
98.39 , 4 , 4
98.77 , 1 , 4
99.16 , 2 , 4
99.55 , 3 , 4
99.94 , 4 , 4
100.33 , 1 , 4
100.72 , 2 , 4
101.11 , 3 , 4
101.5 , 4 , 4
101.89 , 1 , 4
102.28 , 2 , 4
102.67 , 3 , 4
103.06 , 4 , 4
103.45 , 1 , 4
103.83 , 2 , 4
104.21 , 3 , 4
104.59 , 4 , 4
104.97 , 1 , 4
105.35 , 2 , 4
105.73 , 3 , 4
106.11 , 4 , 4
106.49 , 1 , 4
106.88 , 2 , 4
107.27 , 3 , 4
107.66 , 4 , 4
108.05 , 1 , 4
108.44 , 2 , 4
108.83 , 3 , 4
109.21 , 4 , 4
109.59 , 1 , 4
109.97 , 2 , 4
110.35 , 3 , 4
110.73 , 4 , 4
111.11 , 1 , 4
111.49 , 2 , 4
111.87 , 3 , 4
112.25 , 4 , 4
112.64 , 1 , 4
113.03 , 2 , 4
113.42 , 3 , 4
113.81 , 4 , 4
114.2 , 1 , 4
114.59 , 2 , 4
114.98 , 3 , 4
115.36 , 4 , 4
115.74 , 1 , 4
116.12 , 2 , 4
116.5 , 3 , 4
116.88 , 4 , 4
117.26 , 1 , 4
117.64 , 2 , 4
118.02 , 3 , 4
118.4 , 4 , 4
118.78 , 1 , 4
119.16 , 2 , 4
119.54 , 3 , 4
119.92 , 4 , 4
120.32 , 1 , 4
120.72 , 2 , 4
121.12 , 3 , 4
121.52 , 4 , 4
121.92 , 1 , 4
122.32 , 2 , 4
122.72 , 3 , 4
123.12 , 4 , 4
123.52 , 1 , 4
123.92 , 2 , 4
124.32 , 3 , 4
124.72 , 4 , 4
125.12 , 1 , 4
125.52 , 2 , 4
125.95 , 3 , 4
126.4 , 4 , 4
126.87 , 1 , 4
127.34 , 2 , 4
127.81 , 3 , 4
128.28 , 4 , 4
128.75 , 1 , 4
129.22 , 2 , 4
129.73 , 3 , 4
130.28 , 4 , 4
130.83 , 1 , 4
131.38 , 2 , 4
131.93 , 3 , 4
132.48 , 4 , 4
133.06 , 1 , 4
133.66 , 2 , 4
134.33 , 3 , 4
135.06 , 4 , 4
135.79 , 1 , 4
136.52 , 2 , 4
137.27 , 3 , 4
138.05 , 4 , 4
138.83 , 1 , 4
139.61 , 2 , 4
140.39 , 3 , 4
141.17 , 4 , 4
141.95 , 1 , 3
142.7 , 2 , 3
143.45 , 3 , 3
144.2 , 1 , 3
144.95 , 2 , 3
145.73 , 3 , 3
146.51 , 1 , 3
147.29 , 2 , 3
148.07 , 3 , 3
148.85 , 1 , 4
149.6 , 2 , 4
150.35 , 3 , 4
151.13 , 4 , 4
151.91 , 1 , 4
152.69 , 2 , 4
153.47 , 3 , 4
154.25 , 4 , 4
155 , 1 , 4
155.75 , 2 , 4
156.53 , 3 , 4
157.31 , 4 , 4
158.09 , 1 , 4
158.84 , 2 , 4
159.59 , 3 , 4
160.34 , 4 , 4
161.12 , 1 , 4
161.9 , 2 , 4
162.68 , 3 , 4
163.46 , 4 , 4
164.24 , 1 , 4
164.99 , 2 , 4
165.74 , 3 , 4
166.49 , 4 , 4
167.27 , 1 , 4
168.05 , 2 , 4
168.83 , 3 , 4
169.61 , 4 , 4
170.39 , 1 , 4
171.17 , 2 , 4
171.95 , 3 , 4
172.73 , 4 , 4
173.48 , 1 , 4
174.23 , 2 , 4
174.98 , 3 , 4
175.73 , 4 , 4
176.51 , 1 , 4
177.29 , 2 , 4
178.07 , 3 , 4
178.85 , 4 , 4
179.63 , 1 , 4
180.41 , 2 , 4
181.19 , 3 , 4
181.97 , 4 , 4
182.72 , 1 , 3
183.47 , 2 , 3
184.22 , 3 , 3
184.97 , 1 , 3
185.72 , 2 , 3
186.47 , 3 , 3
187.25 , 1 , 4
188.03 , 2 , 4
188.81 , 3 , 4
189.59 , 4 , 4
190.37 , 1 , 4
191.15 , 2 , 4
191.9 , 3 , 4
192.65 , 4 , 4
193.4 , 1 , 4
194.18 , 2 , 4
194.96 , 3 , 4
195.74 , 4 , 4
196.52 , 1 , 4
197.3 , 2 , 4
198.05 , 3 , 4
198.83 , 4 , 4
199.61 , 1 , 4
200.36 , 2 , 4
201.11 , 3 , 4
201.86 , 4 , 4
202.64 , 1 , 4
203.42 , 2 , 4
204.2 , 3 , 4
204.98 , 4 , 4
205.73 , 1 , 3
206.48 , 2 , 3
207.23 , 3 , 3
207.98 , 1 , 3
208.76 , 2 , 3
209.54 , 3 , 3
210.32 , 1 , 3
211.1 , 2 , 3
211.88 , 3 , 3
212.66 , 1 , 4
213.44 , 2 , 4
214.22 , 3 , 4
215 , 4 , 4
215.75 , 1 , 4
216.5 , 2 , 4
217.25 , 3 , 4
218.03 , 4 , 4
218.81 , 1 , 4
219.59 , 2 , 4
220.37 , 3 , 4
221.15 , 4 , 4
221.93 , 1 , 4
222.68 , 2 , 4
223.43 , 3 , 4
