"timestamp","x","y","z"
"5918209589","-2.772851","5.076174","7.1327553"
"5928089413","-2.9369464","5.9780993","7.7771583"
"5937976987","-2.9369464","5.9780993","7.7771583"
"5947864561","-2.9369464","5.9780993","7.7771583"
"5957752135","-2.9369464","5.9780993","7.7771583"
"5967639709","-2.9369464","5.9780993","7.7771583"
"5977527283","-2.9369464","5.9780993","7.7771583"
"5987414858","-2.8722665","5.6163707","7.9340672"
"5997302432","-2.7704556","5.2223024","7.8825626"
"6007190006","-2.5632403","4.997121","7.6489964"
"6017085080","-2.4506493","4.888123","7.431001"
"6026980154","-2.4602315","5.039043","7.2489395"
"6036875228","-2.468616","5.2390714","7.1411395"
"6046770301","-2.4590337","5.257038","7.0836463"
"6056650126","-2.4973626","5.2187095","7.102811"
"6066529950","-2.5261092","5.049823","7.2860703"
"6076409774","-2.565636","4.6797104","7.586712"
"6086289598","-2.650678","4.6353927","7.786741"
"6096184922","-2.8195643","4.8473988","7.821476"
"6106080246","-2.895024","4.988736","7.676545"
"6115975570","-2.8195643","5.012692","7.3435636"
"6125870894","-2.7740488","4.9001007","6.897991"
"6135742968","-2.7189512","4.7683454","6.394925"
"6145615043","-2.633909","4.750379","5.909826"
"6155487117","-1.9811212","4.7994876","5.4534736"
"6165359191","-4.413804","5.0306582","5.7026105"
"6175254515","1.2229291","3.862827","4.9012985"
"6185149839","-6.2487965","3.7178962","5.4798245"
"6195045163","2.0182524","2.3644094","4.199402"
"6204940487","-6.3158717","3.858036","4.5635257"
"6214828061","0.55337244","2.7608733","4.1443043"
"6224715635","-5.3899913","3.5346365","4.274862"
"6234603209","-2.1655786","2.6183379","4.455726"
"6244490784","-3.6400406","3.2184236","3.9394846"
"6254378108","-5.0090985","2.1404254","4.695281"
"6264265432","-1.36786","1.5271642","3.4160566"
"6274152756","-7.401057","1.2325113","4.4844728"
"6284040080","0.406046","0.5952946","2.9932418"
"6293927654","-8.946188","1.0863826","4.093998"
"6303815228","1.4720665","-0.21919298","2.5500648"
"6313702802","-9.27318","0.19044636","3.7442472"
"6323590376","1.3954089","-2.07335","2.8998153"
"6333470200","-8.737775","-2.4398694","4.2760596"
"6343350025","-0.603679","-4.389848","4.137118"
"6353229849","-8.445518","-2.9561107","5.064196"
"6363109673","-4.4641104","-4.1646667","5.088152"
"6372997247","-7.2764883","-3.9586492","4.9288473"
"6382884821","-7.507659","-4.6401834","4.85219"
"6392772395","-6.665622","-4.7372036","4.273664"
"6402659969","-7.575932","-4.8150587","4.035307"
"6412547543","-6.6189094","-4.6940837","3.9023535"
"6422435117","-7.345959","-4.449737","4.7252254"
"6432322691","-7.2213902","-4.349124","5.1049204"
"6442210266","-7.9688025","-4.2293463","5.3025537"
"6452090090","-8.167633","-4.18982","5.349267"
"6461969914","-8.6419525","-4.380266","5.360047"
"6471849738","-8.796466","-4.989934","5.6067886"
"6481729562","-8.992901","-6.4620004","5.8175974"
"6491624636","-9.23605","-7.735236","6.5769873"
"6501519710","-9.814575","-8.291004","7.802312"
"6511414784","-10.46377","-8.010725","9.129447"
"6521309858","-10.753632","-7.289664","9.156996"
"6531197432","-10.908144","-6.1409965","9.6361065"
"6541085006","-11.56213","-4.8318276","10.520065"
"6550972580","-12.3323","-3.8376737","10.857838"
"6560860154","-12.521548","-3.777785","10.980011"
"6570747729","-12.187369","-3.649623","11.902298"
"6580635303","-11.949012","-3.4975054","12.480824"
"6590522877","-12.5395155","-2.6015692","13.286927"
"6600410451","-12.989879","-2.0122633","14.191248"
"6610298025","-12.982692","-2.7812355","14.667963"
"6620185599","-13.336036","-3.3537724","14.799718"
"6630073173","-13.907375","-3.814916","14.64281"
"6639960747","-14.118184","-4.131129","14.018768"
"6649840571","-13.824729","-3.8173115","13.243807"
"6659720395","-13.132414","-3.2890923","12.143051"
"6669600220","-12.430517","-2.6279202","10.945275"
"6679480044","-11.479484","-1.9176391","10.536834"
"6689367618","-10.8326845","-1.1402826","10.003823"
"6699255192","-11.86397","-1.1869959","10.535636"
"6709142766","-8.182007","-1.1869959","9.286356"
"6719030340","-14.005592","-1.2253246","10.189479"
"6728917914","-5.791246","-1.682875","7.9268804"
"6738805488","-14.94944","-0.19044636","8.688665"
"6748693062","-3.969429","-0.5318125","6.37097"
"6758580636","-14.130161","1.3283334","6.5841737"
"6768467961","-3.1705127","0.43958372","5.435507"
"6778355285","-11.873551","1.9907035","5.7038083"
"6788242609","-3.8484538","0.88515633","5.628349"
"6798129933","-9.334267","2.2027097","5.5433064"
"6808010007","-5.7301598","1.3463","5.9804945"
"6817890081","-6.3146744","2.1032944","5.1696005"
"6827770155","-7.7663784","1.3774422","5.814004"
"6837650230","-3.3932989","1.4205621","4.3083997"
"6847545304","-9.582207","2.1200633","5.134865"
"6857440378","-0.9678029","1.9391991","3.4963076"
"6867335451","-10.385914","2.4542427","4.8809366"
"6877230525","0.64560115","0.72585213","4.0305157"
"6887118099","-10.720094","1.7367749","5.6139755"
"6897005674","0.20242411","0.7138744","5.076174"
"6906893248","-9.8912325","2.4242983","6.1960945"
"6916780822","-0.67315","1.2492802","6.085899"
"6926660646","-7.683732","2.6866112","6.167348"
"6936540470","-2.73572","1.7056328","6.151777"
"6946420294","-5.1743917","2.6973913","5.400771"
