"timestamp","x","y","z"
"7657027353871","-3.0603173","1.6098107","9.724742"
"7657037234034","-2.8974197","1.9415946","9.492373"
"7657047114196","-2.5943825","2.1943252","9.146216"
"7657056994359","-2.3284762","2.286554","8.936605"
"7657066874522","-2.1967208","2.2003143","8.937803"
"7657076761935","-2.3488383","1.9631546","9.130645"
"7657086649348","-2.5680313","1.6613151","9.4396715"
"7657096536760","-2.7393134","1.463682","9.603766"
"7657106424173","-2.6734357","1.463682","9.622931"
"7657116319586","-2.4937692","1.4984176","9.422902"
"7657126214998","-2.351234","1.6181952","9.154601"
"7657136110411","-2.2649941","1.7583349","8.924627"
"7657146005824","-2.2554119","1.8996725","8.731786"
"7657155893237","-2.3021252","2.1392276","8.710226"
"7657165780649","-2.4135182","2.3632116","8.887497"
"7657175668062","-2.4710116","2.1176677","9.176161"
"7657185555475","-2.5680313","1.7379727","9.390562"
"7657195443138","-2.7009845","1.5966352","9.525911"
"7657205330800","-2.7285333","1.6361618","9.620536"
"7657215218463","-2.7381155","1.7020395","9.5055485"
"7657225106126","-2.7201488","1.6708972","9.372596"
"7657234986289","-2.7105668","1.6313707","9.297136"
"7657244866452","-2.6638534","1.6673039","9.143821"
"7657254746614","-2.624327","1.8948814","8.979726"
"7657264626777","-2.585998","2.08413","8.862344"
"7657274514190","-2.6051624","2.093712","8.795268"
"7657284401603","-2.6722379","1.8170259","8.875519"
"7657294289015","-2.6734357","1.587053","8.906661"
"7657304176428","-2.7692578","1.4648799","9.032428"
"7657314064091","-2.7692578","1.4361333","9.0803385"
"7657323951754","-2.8447175","1.5032086","9.022845"
"7657333839416","-2.853102","1.7020395","8.857553"
"7657343727079","-2.7860265","1.8613436","8.608415"
"7657353614742","-2.7668622","2.0865254","8.300587"
"7657363502405","-2.842322","2.195523","7.861003"
"7657373390067","-3.0052195","2.0158567","7.3771014"
"7657383277730","-3.1693149","1.7667193","6.714731"
"7657393165393","-3.3693433","1.6996439","6.0775146"
"7657403053056","-3.3693433","1.8158282","5.4953957"
"7657412940718","-3.2088413","2.0266366","4.8545856"
"7657422828381","-2.9046063","2.3009274","4.0520754"
"7657432708294","-2.8015976","2.4422648","3.222017"
"7657442588207","-3.9670336","2.7165556","2.1404254"
"7657452468120","-3.3214324","3.1130195","1.8409815"
"7657462348032","-2.6638534","2.399145","1.0336806"
"7657472243195","-3.0351639","2.2554119","0.34975055"
"7657482138358","-3.5657787","2.1392276","0.15930419"
"7657492033521","-3.9299026","1.4313421","0.26351067"
"7657501928683","-4.219764","0.2179952","0.51863694"
"7657511808596","-4.6246123","-1.0252961","0.59170127"
"7657521688509","-5.215116","-1.7990593","0.70668775"
"7657531568422","-6.0571523","-1.8014548","1.0947671"
"7657541448335","-6.8416953","-1.4684732","1.3558823"
"7657551335997","-7.1327553","-1.1235137","1.3594756"
"7657561223660","-7.0656796","-0.8468275","1.2325113"
"7657571111323","-6.714731","-0.70668775","1.079196"
"7657580998986","-6.3170695","-0.5940968","0.92588073"
"7657590886648","-6.0607457","-0.59769017","0.73543435"
"7657600774311","-6.024812","-0.83365196","0.3868816"
"7657610661974","-6.210468","-1.6601173","0.19883078"
"7657620549637","-6.599745","-3.5597897","0.052702136"
"7657630429549","-7.121975","-5.808015","0.34975055"
"7657640309462","-7.678941","-7.33997","1.0456583"
"7657650189375","-8.316157","-7.8574095","0.9761873"
"7657660069288","-8.730588","-7.4118366","1.207358"
"7657669964700","-8.752148","-6.214061","1.0851849"
"7657679860113","-8.302982","-5.1696005","0.47192368"
"7657689755526","-7.599888","-4.55035","-0.277884"
"7657699650939","-7.068075","-4.2293463","-0.54738355"
"7657709538351","-6.9746485","-4.4976482","-0.5150436"
"7657719425764","-7.304037","-5.866706","-0.43958372"
"7657729313177","-7.940056","-7.960418","-0.11618426"
"7657739200590","-8.705435","-9.396551","-0.12696424"
"7657749088252","-9.994242","-9.713962","0.24674182"
"7657758975915","-10.79196","-8.558108","1.133096"
"7657768863578","-10.424243","-7.3375745","2.0218456"
"7657778751241","-9.633711","-6.6883802","2.6135468"
"7657788631153","-9.206105","-6.412892","2.4865825"
"7657798511066","-8.990505","-6.604536","1.8805081"
"7657808390979","-9.098305","-7.270499","1.5475264"
"7657818270892","-9.905606","-7.542394","1.2253246"
"7657828158555","-10.88898","-7.3603325","1.0696138"
"7657838046217","-11.836421","-7.2441483","0.9414518"
"7657847933880","-12.585031","-7.3914747","0.6096679"
"7657857821543","-12.890464","-7.5136476","0.08743764"
"7657867709206","-12.672468","-7.390277","-0.5809213"
"7657877596868","-12.255642","-7.068075","-1.4025955"
"7657887484531","-11.856783","-6.648854","-2.1787543"
"7657897372194","-11.872354","-5.9709125","-2.3500361"
"7657907259857","-12.152634","-5.133667","-2.885442"
"7657917147519","-12.119096","-4.1934133","-2.8519042"
"7657927035182","-11.671127","-3.7334673","-2.1140742"
"7657936922845","-10.854244","-3.6244698","-1.143876"
"7657946810508","-9.789422","-3.231599","-0.30064175"
"7657956698170","-8.6683035","-2.730929","0.6276345"
"7657966585833","-7.796323","-2.7369177","1.009725"
"7657976473496","-7.1183815","-3.595723","1.4517043"
"7657986360909","-7.0920305","-4.0520754","1.6864684"
"7657996248321","-7.5807233","-3.4208477","1.5343509"
"7658006135734","-7.9855714","-2.7009845","0.8288609"
"7658016023147","-8.176018","-2.6638534","0.12337091"
"7658025910810","-8.461088","-2.71416","-0.124568686"
"7658035798472","-9.001286","-2.72494","-0.31501505"
"7658045686135","-9.570229","-2.9393418","-0.5988879"
"7658055573798","-9.74151","-3.0914595","-0.55936134"
"7658065461461","-9.730731","-2.944133","-0.28507066"
"7658075349123","-9.625326","-2.4961648","-0.4910881"
"7658085236786","-9.537889","-2.1931276","-0.6851278"
"7658095124449","-9.329476","-2.078141","-0.68632555"
"7658105004362","-9.131843","-2.3452451","-0.5306147"
"7658114884275","-9.323487","-2.9249685","-0.25632402"
"7658124764187","-10.026582","-3.366948","0.22518185"
"7658134644100","-10.522461","-4.0832176","0.32938835"
"7658144531763","-10.923716","-4.751577","0.45156148"
"7658154419426","-11.202797","-3.762214","0.475517"
"7658164307088","-11.279455","-2.2110941","0.3868816"
