time in seconds, count in bar, beats in bar
0.15 , 2 , 4
0.62 , 3 , 4
1.09 , 4 , 4
1.56 , 1 , 4
2.03 , 2 , 4
2.5 , 3 , 4
2.97 , 4 , 4
3.44 , 1 , 4
3.91 , 2 , 4
4.39 , 3 , 4
4.87 , 4 , 4
5.35 , 1 , 4
5.83 , 2 , 4
6.31 , 3 , 4
6.79 , 4 , 4
7.27 , 1 , 4
7.75 , 2 , 4
8.23 , 3 , 4
8.71 , 4 , 4
9.19 , 1 , 4
9.66 , 2 , 4
10.13 , 3 , 4
10.6 , 4 , 4
11.05 , 1 , 4
11.5 , 2 , 4
11.95 , 3 , 4
12.4 , 4 , 4
12.85 , 1 , 4
13.29 , 2 , 4
13.72 , 3 , 4
14.15 , 4 , 4
14.58 , 1 , 4
15.01 , 2 , 4
15.44 , 3 , 4
15.87 , 4 , 4
16.3 , 1 , 4
16.73 , 2 , 4
17.16 , 3 , 4
17.59 , 4 , 4
18.03 , 1 , 4
18.47 , 2 , 4
18.91 , 3 , 4
19.35 , 4 , 4
19.79 , 1 , 4
20.23 , 2 , 4
20.67 , 3 , 4
21.11 , 4 , 4
21.55 , 1 , 4
21.99 , 2 , 4
22.42 , 3 , 4
22.85 , 4 , 4
23.28 , 1 , 3
23.71 , 2 , 3
24.14 , 3 , 3
24.57 , 1 , 4
25 , 2 , 4
25.43 , 3 , 4
25.87 , 4 , 4
26.31 , 1 , 4
26.75 , 2 , 4
27.18 , 3 , 4
27.61 , 4 , 4
28.04 , 1 , 4
28.47 , 2 , 4
28.9 , 3 , 4
29.33 , 4 , 4
29.76 , 1 , 4
30.19 , 2 , 4
30.62 , 3 , 4
31.05 , 4 , 4
31.48 , 1 , 4
31.91 , 2 , 4
32.34 , 3 , 4
32.77 , 4 , 4
33.2 , 1 , 4
33.63 , 2 , 4
34.06 , 3 , 4
34.49 , 4 , 4
34.93 , 1 , 4
35.37 , 2 , 4
35.81 , 3 , 4
36.25 , 4 , 4
36.69 , 1 , 4
37.13 , 2 , 4
37.57 , 3 , 4
38.01 , 4 , 4
38.45 , 1 , 4
38.9 , 2 , 4
39.35 , 3 , 4
39.8 , 4 , 4
40.25 , 1 , 4
40.7 , 2 , 4
41.14 , 3 , 4
41.57 , 4 , 4
42 , 1 , 4
42.43 , 2 , 4
42.86 , 3 , 4
43.29 , 4 , 4
43.72 , 1 , 4
44.15 , 2 , 4
44.58 , 3 , 4
45 , 4 , 4
45.42 , 1 , 4
45.84 , 2 , 4
46.26 , 3 , 4
46.68 , 4 , 4
47.1 , 1 , 4
47.52 , 2 , 4
47.94 , 3 , 4
48.36 , 4 , 4
48.78 , 1 , 4
49.2 , 2 , 4
49.6 , 3 , 4
50 , 4 , 4
50.4 , 1 , 4
50.8 , 2 , 4
51.2 , 3 , 4
51.6 , 4 , 4
52 , 1 , 4
52.4 , 2 , 4
52.8 , 3 , 4
53.22 , 4 , 4
53.64 , 1 , 4
54.06 , 2 , 4
54.48 , 3 , 4
54.9 , 4 , 4
55.32 , 1 , 4
55.74 , 2 , 4
56.16 , 3 , 4
56.58 , 4 , 4
57 , 1 , 4
57.42 , 2 , 4
57.84 , 3 , 4
58.26 , 4 , 4
58.68 , 1 , 4
59.1 , 2 , 4
59.52 , 3 , 4
59.94 , 4 , 4
60.36 , 1 , 4
60.78 , 2 , 4
61.2 , 3 , 4
61.62 , 4 , 4
62.04 , 1 , 4
62.46 , 2 , 4
62.88 , 3 , 4
63.3 , 4 , 4
63.72 , 1 , 4
64.14 , 2 , 4
64.56 , 3 , 4
64.98 , 4 , 4
65.4 , 1 , 4
65.82 , 2 , 4
66.24 , 3 , 4
66.66 , 4 , 4
67.08 , 1 , 4
67.5 , 2 , 4
67.92 , 3 , 4
68.34 , 4 , 4
68.76 , 1 , 4
69.18 , 2 , 4
69.6 , 3 , 4
70.02 , 4 , 4
70.44 , 1 , 4
70.86 , 2 , 4
71.28 , 3 , 4
71.7 , 4 , 4
72.12 , 1 , 4
72.54 , 2 , 4
72.96 , 3 , 4
73.38 , 4 , 4
73.8 , 1 , 4
74.22 , 2 , 4
74.64 , 3 , 4
75.06 , 4 , 4
75.48 , 1 , 4
75.9 , 2 , 4
76.32 , 3 , 4
76.74 , 4 , 4
77.16 , 1 , 4
